uni,FC_ID,Cohort,C27id,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom1_comments,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom2_comments,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom3_comments,oct_dom4a,oct_dom4_comments,oct_rel_effect,dom1_avg,dom2_avg,dom3_avg,dom4_avg,FDIoct_overall,,,,,,,,,,,,,,,,,,,,,,,,,
City College,219,Cohort 27,51024,X376,7,CTT/ICT,Special Education,11-Oct-16,Developing+,Developing,Developing+,The teacher's lesson plan contained an objective. We discussed the following during the debrief:  •,"The learning objective should be posted, written in student friendly language and measurable. I will email the teacher sample learning objectives and the DOK information.  •",The lesson was standards-based but the actual tasks lacked rigor; mainly drill and rote learning.   •,"As  the co-teacher described a concept, the teacher displayed a visual in order to assist.  ",Developing,Developing,Developing,The class returned from a fire drill.  •,"Students did not enter prepared to do work; slow to enter and talkative.  During our debrief, we discussed the following:  •","While one teacher is situating the students, the other could be in the class working with them.         The teacher could work with a group of four or five students. This would allow the teacher to give closer attention to the students and help with classroom management for the teacher and her co-teacher.",Developing+,Developing,Developing,•,Teacher asked a number of questions:  Teacher asked students to justify their responses  Try to phrase your questions in order to elicit more than one to three word answers  Allow students to respond to each other. This will be easier to implement when working with a group of students  •,Students did not enter prepared to do work; slow to enter and talkative.  •,"The class was going to take an assessment during the second part of the period, however, their behavior prevented this from occurring.  •",A summary question should be given at the end of the period in order to assess student understanding and inform instruction. One such method would be an Exit Ticket.    ,Effective,•,The teacher had a fairly accurate understanding of the issues with the lesson and described two possible alternative actions she could work on. ,Average,2.666667,2,2.333333,4,2.166667,,,,,,,,,,,,,,,
City College,1824,Cohort 27,51026,X242,10,CTT/ICT,ESL,18-Oct-16,Developing,Developing,Developing+,,Developing+,Developing+,Developing,,Developing,Developing,Developing,,Developing,,Average,2.333333,2.666667,2,2,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1759,Cohort 27,51028,Q425,9,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing,,Developing,Developing+,Developing+,,Developing,Developing+,Developing,,Developing,,Below Average,2,2.666667,2.333333,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,2012,Cohort 27,51034,x529,7,CTT/ICT,Math,30-Sep-16,Effective,Effective,Effective,,Developing+,Effective+,Effective,,Developing,Developing,Developing+,,Effective,,Average,4,4,2.333333,4,3.166667,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1704,Cohort 27,51035,K590,9,CTT/ICT,Special Education,25-Oct-16,Developing+,Developing+,Developing+,,Effective,Developing+,Effective,"the General education teacher was absent, Ms. B. lost no time getting and keeping the students on topic.",Developing+,Effective,Developing+,,Effective,,Average,3,3.666667,3.333333,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1802,Cohort 27,51037,M859,10,N/A,Spanish,29-Sep-16,Developing,Developing,Developing,,Developing,Developing+,Developing+,,Developing,Developing,Developing,,Developing+,,Average,2,2.666667,2,3,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,956,Cohort 27,51040,Q224,4,D75,Special Education – D75,29-Sep-16,Developing,Developing,Developing,Lesson plans need to more directly and completely reflect each student's IEP goals.,Developing,Developing,Developing+,Instructional time can be maximized further through advance planning and preparation.,Developing,Developing,Developing,"All students participated, but some were not engaged in the activities.  ",Effective,Very receptive to feedback and suggestions.,Average,2,2.333333,2,4,2.166667,,,,,,,,,,,,,,,,,,,,,,,,,
City College,2063,Cohort 27,51041,08X530,11,,Spanish,21-Sep-16,Developing,Developing,Developing,,Developing+,Developing+,Developing+,,Developing,Developing,Developing,,Developing+,,Above Average,2,3,2,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1803,Cohort 27,51042,X366,4,,ESL,21-Oct-16,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,,Below Average,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1901,Cohort 27,51043,k556,12,CTT/ICT,Special Education,14-Oct-16,Developing,Developing,Developing,Co teacher planned lesson - Ekaterini translates/modifies for SPED/ESL,Ineffective,Ineffective,Ineffective,"Co taught with other 1st year teacher. No control, very little learning happened.  We discussed: Coteacher gave instructions/direction (weak-teacher voice/teacher presence) - students ignored/talked over - Ekaterini yelled/repeated directions. This was entirely ineffective. We discussed ""backing boat up"" and setting procedures/expectations - enforcing expectations with consistency. This same group of students is also taught by Fellow with different coteacher who is effective at managing group. Next visit, I will observe same students with that co teacher. Fellow is reflecting on /consciously observing the difference between the management styles of effective vs ineffective co teacher(s) to be reviewed /discussed next visit.",Developing,Developing,Developing,needs improvement,Developing,Fellow receptive to feedback - we will see next visit how she does with compare/contrast - learning by observation of coteachers,Below Average,2,1,2,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1758,Cohort 27,51044,17k002,7,CTT/ICT,Special Education,30-Sep-16,Developing+,Developing+,Developing,,Developing,Developing+,Developing,,Developing+,Developing,Developing,,Developing+,,Average,2.666667,2.333333,2.333333,3,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter SPED,2041,Cohort 27,51046,X551,10,Self-contained,Special Education,19-Sep-16,Developing+,Developing,Developing+,"I observed Klajd in a large (17 students) self contained ELA setting. He was well versed on the content, conducted a well planned guided lesson and followed up with a group activity which students transitioned into easily.     I encouraged him to implement a do-now and closing that checks for understanding at the end of each lesson.",Developing,Developing+,Effective,"The classroom culture of the room was well established. Klajd doesn't have his own classroom and therefore classroom expectations and student work wasn't displayed however he set the tone from the minute the period began. Students transitioned into the classroom easily and his lesson and group activity flowed well. Kids were readily participating and the paraprofessional in the room went table to table along with Klajd to engage with students.    I encouraged Klajd to meet with the teacher of the room he utilizes, to see if he can implement student work and expectations in one part of the room for his classes.",Developing+,Effective,Developing,"Students were engaged, participating, behaved well during the lesson and the questions asked were designed to promote student thinking.     Checking for understanding in the form of an exit slip, call and response or share-out was advised. As well as implementing a VISIBLE do-now, lesson objective, activity, and closing students and administration could reference when walking in the class.",Developing+,"I was impressed with Klajd's classroom management techniques as well as his ability to engage his students in the lesson.    Again, checking for understanding in the form of an exit slip, call and response or share-out was advised. As well as implementing a VISIBLE do-now, lesson objective, activity, and closing students and administration could reference when walking in the class.",Above Average,2.666667,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,935,Cohort 27,51047,X012,6,Self-contained,Special Education – D75,27-Sep-16,Developing,Developing,Developing,Plans and practice reflect a limited range of pedagogical approaches  I observed attempts to translate learning objectives into essential questioning  Planning is sporadic as day to day Sandi assessments dominate the school day,Developing+,Developing,Developing,The paraprofessional's support helps maintain a partially effective classroom routines and procedures including transitions  Planning is essential to an effective instructional program,Developing,Developing,Developing,"The candidate made surface leveled questions  He attempts to engage students in genuine conversations but with uneven results  Planning tasks must align learning tasks and instructional outcomes  At this point, few students assess their work  ",Developing,Candidate's reflection was partially accurate as he didn't understand the importance of each student's ability to learn,Below Average,2,2.333333,2,2,2.166667,,,,,,,,,,,,,,,,,,,,,,,,,
